UserId,relevantes_teste,hits,Precision@10,Recall@10,HitRate@10,NDCG@10,MAP@10,candidatos_avaliados
A2B7DJHB056RA6,2,0,0.0,0.0,0.0,0.0,0.0,2000
A2N1UDVECWM3MF,2,2,0.2,1.0,1.0,0.8065735963827293,0.625,2000
A38NL22J79JOH1,2,0,0.0,0.0,0.0,0.0,0.0,2000
A34UV2FFXJPS3T,1,0,0.0,0.0,0.0,0.0,0.0,2000
A22B13EJTZKCTM,4,0,0.0,0.0,0.0,0.0,0.0,2000
A22ML4R2ZHBN3F,1,0,0.0,0.0,0.0,0.0,0.0,2000
A1FNCMOQ86GPHY,2,0,0.0,0.0,0.0,0.0,0.0,2000
ACL4AWGUH8NZQ,3,1,0.1,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,2000
A1D6DFC3AGV3JZ,3,0,0.0,0.0,0.0,0.0,0.0,2000
A223KNNTFHHIM7,2,1,0.1,0.5,1.0,0.20438239758848611,0.07142857142857142,2000
A1YGG6T4YJZWC1,5,1,0.1,0.2,1.0,0.3391602052736161,0.2,2000
A141Y0K209KD47,3,0,0.0,0.0,0.0,0.0,0.0,2000
A19GWZIFDGL3YM,2,0,0.0,0.0,0.0,0.0,0.0,2000
A1BZZWKT8B5643,3,0,0.0,0.0,0.0,0.0,0.0,2000
A1QTHVA826XEOS,2,0,0.0,0.0,0.0,0.0,0.0,2000
AMNNIWOZAH59I,4,0,0.0,0.0,0.0,0.0,0.0,2000
A2XNF2FRM72I0M,2,2,0.2,1.0,1.0,0.7977228895450266,0.6111111111111112,2000
A1NBXGOYDE9ORV,2,0,0.0,0.0,0.0,0.0,0.0,2000
A3GX3L4VKUD38D,2,0,0.0,0.0,0.0,0.0,0.0,2000
A24JKH2U43M5X4,2,1,0.1,0.5,1.0,0.18457569677956817,0.05555555555555555,2000
A39JEFQ7TVFGLO,3,0,0.0,0.0,0.0,0.0,0.0,2000
A380B1XGCTZT1Q,1,0,0.0,0.0,0.0,0.0,0.0,2000
A37QGAKTILENKQ,1,0,0.0,0.0,0.0,0.0,0.0,2000
ACDWYKBJHGL6P,2,1,0.1,0.5,1.0,0.17723928678404774,0.05,2000
A3CRH07D9P23IQ,1,0,0.0,0.0,0.0,0.0,0.0,2000
A24X7SKKQZYMPV,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2NKQJIEW07GMA,1,0,0.0,0.0,0.0,0.0,0.0,2000
A18UVHCREY2RE2,2,0,0.0,0.0,0.0,0.0,0.0,2000
AK3Q0YL8EX7MD,1,0,0.0,0.0,0.0,0.0,0.0,2000
A80FYRDYZVEX1,3,0,0.0,0.0,0.0,0.0,0.0,2000
A2PLHV5F0GLVU9,1,0,0.0,0.0,0.0,0.0,0.0,2000
A1CHIC782V0N8J,2,0,0.0,0.0,0.0,0.0,0.0,2000
